source,source_job_id,title,company,location,salary_text,salary_min,salary_max,date_posted,date_scraped,url,description_snippet
indeed,NIMB-1-0-2139,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-03-25,2026-04-09,https://example-jobboard.test/job/NIMB-1-0-2139,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-0-2139,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-03-25,2026-04-14,https://example-jobboard.test/job/NIMB-1-0-2139,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-0-2139,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-03-25,2026-04-18,https://example-jobboard.test/job/NIMB-1-0-2139,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-0-2139,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-03-25,2026-04-25,https://example-jobboard.test/job/NIMB-1-0-2139,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-0-2139,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-03-25,2026-05-01,https://example-jobboard.test/job/NIMB-1-0-2139,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-1-6977,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-05-09,2026-05-09,https://example-jobboard.test/job/NIMB-1-1-6977,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-1-6977,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-05-09,2026-05-15,https://example-jobboard.test/job/NIMB-1-1-6977,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-1-6977,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-05-09,2026-05-21,https://example-jobboard.test/job/NIMB-1-1-6977,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-1-6977,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-05-09,2026-05-26,https://example-jobboard.test/job/NIMB-1-1-6977,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-1-6977,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-05-09,2026-06-01,https://example-jobboard.test/job/NIMB-1-1-6977,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-1-6977,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-05-09,2026-06-05,https://example-jobboard.test/job/NIMB-1-1-6977,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-1-6977,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-05-09,2026-06-10,https://example-jobboard.test/job/NIMB-1-1-6977,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-1-1-6977,Business Systems Analyst,Nimbus Retail Group,"Atlanta, GA","$66,000 - $214,500",66000,214500.0,2026-05-09,2026-06-15,https://example-jobboard.test/job/NIMB-1-1-6977,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-03-19,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-03-24,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-03-30,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-04-04,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-04-11,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-04-18,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-04-25,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-04-30,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,NIMB-2-0-5386,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-03-19,2026-05-06,https://example-jobboard.test/job/NIMB-2-0-5386,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,NIMB-2-1-5040,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-05-08,2026-05-08,https://example-jobboard.test/job/NIMB-2-1-5040,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,NIMB-2-1-5040,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-05-08,2026-05-15,https://example-jobboard.test/job/NIMB-2-1-5040,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,NIMB-2-1-5040,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-05-08,2026-05-22,https://example-jobboard.test/job/NIMB-2-1-5040,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,NIMB-2-1-5040,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-05-08,2026-05-28,https://example-jobboard.test/job/NIMB-2-1-5040,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,NIMB-2-1-5040,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-05-08,2026-06-02,https://example-jobboard.test/job/NIMB-2-1-5040,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,NIMB-2-1-5040,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-05-08,2026-06-07,https://example-jobboard.test/job/NIMB-2-1-5040,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,NIMB-2-1-5040,Operations Analyst,Nimbus Retail Group,"Austin, TX","$63,000 - $80,300",63000,80300.0,2026-05-08,2026-06-14,https://example-jobboard.test/job/NIMB-2-1-5040,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-03-25,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-03-31,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-04-06,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-04-10,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-04-16,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-04-23,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-04-28,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-05-05,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-05-09,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-05-15,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-0-1188,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-03-25,2026-05-20,https://example-jobboard.test/job/VANT-0-0-1188,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-1-5889,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-05-31,2026-05-31,https://example-jobboard.test/job/VANT-0-1-5889,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-1-5889,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-05-31,2026-06-05,https://example-jobboard.test/job/VANT-0-1-5889,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-1-5889,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-05-31,2026-06-11,https://example-jobboard.test/job/VANT-0-1-5889,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-0-1-5889,Business Analyst,Vantage Data Solutions,"Atlanta, GA","$58,000 - $139,700",58000,139700.0,2026-05-31,2026-06-16,https://example-jobboard.test/job/VANT-0-1-5889,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,VANT-1-0-9727,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-03-22,2026-03-22,https://example-jobboard.test/job/VANT-1-0-9727,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,VANT-1-0-9727,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-03-22,2026-03-27,https://example-jobboard.test/job/VANT-1-0-9727,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,VANT-1-0-9727,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-03-22,2026-04-03,https://example-jobboard.test/job/VANT-1-0-9727,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,VANT-1-0-9727,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-03-22,2026-04-08,https://example-jobboard.test/job/VANT-1-0-9727,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,VANT-1-0-9727,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-03-22,2026-04-14,https://example-jobboard.test/job/VANT-1-0-9727,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,VANT-1-0-9727,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-03-22,2026-04-21,https://example-jobboard.test/job/VANT-1-0-9727,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,VANT-1-0-9727,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-03-22,2026-04-26,https://example-jobboard.test/job/VANT-1-0-9727,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,VANT-1-1-6107,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-05-03,2026-05-03,https://example-jobboard.test/job/VANT-1-1-6107,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,VANT-1-1-6107,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-05-03,2026-05-09,https://example-jobboard.test/job/VANT-1-1-6107,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,VANT-1-1-6107,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-05-03,2026-05-16,https://example-jobboard.test/job/VANT-1-1-6107,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,VANT-1-1-6107,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-05-03,2026-05-23,https://example-jobboard.test/job/VANT-1-1-6107,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,VANT-1-1-6107,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-05-03,2026-05-27,https://example-jobboard.test/job/VANT-1-1-6107,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,VANT-1-1-6107,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-05-03,2026-06-01,https://example-jobboard.test/job/VANT-1-1-6107,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,VANT-1-1-6107,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-05-03,2026-06-06,https://example-jobboard.test/job/VANT-1-1-6107,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,VANT-1-1-6107,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-05-03,2026-06-10,https://example-jobboard.test/job/VANT-1-1-6107,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,VANT-1-2-1344,Business Systems Analyst,Vantage Data Solutions,"Austin, TX","$55,000 - $147,000",55000,147000.0,2026-06-14,2026-06-14,https://example-jobboard.test/job/VANT-1-2-1344,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-03-20,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-03-27,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-04-01,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-04-08,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-04-15,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-04-20,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-04-24,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-04-28,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-05-05,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
